flowId,packetId,arrivalTime,startTime,finishTime,length,transmitted
20,1,5.7798457E-5,5.7798457E-5,0.005837644,1000.0,1000.0
10,1,1.9073486E-4,0.005837644,0.011617489,1000.0,1000.0
19,1,5.7798457E-5,0.011617489,0.017397335,1000.0,1000.0
9,1,2.1192763E-4,0.017397335,0.02317718,1000.0,1000.0
18,1,5.7798457E-5,0.02317718,0.028957026,1000.0,1000.0
8,1,2.3841856E-4,0.028957026,0.03473687,1000.0,1000.0
11,1,5.7798457E-5,0.03473687,0.04051672,1000.0,1000.0
12,1,5.7798457E-5,0.04051672,0.046296567,1000.0,1000.0
13,1,5.7798457E-5,0.046296567,0.052076414,1000.0,1000.0
14,1,5.7798457E-5,0.052076414,0.05785626,1000.0,1000.0
15,1,5.7798457E-5,0.05785626,0.06363611,1000.0,1000.0
17,1,5.7798457E-5,0.06363611,0.06941596,1000.0,1000.0
16,1,5.7798457E-5,0.06941596,0.075195804,1000.0,1000.0
7,1,2.7247836E-4,0.075195804,0.08097565,1000.0,1000.0
6,1,3.1789145E-4,0.08097565,0.0867555,1000.0,1000.0
5,1,3.8146973E-4,0.0867555,0.09253535,1000.0,1000.0
4,1,4.7683713E-4,0.09253535,0.098315194,1000.0,1000.0
3,1,6.357829E-4,0.098315194,0.10409504,1000.0,1000.0
2,1,9.5367426E-4,0.10409504,0.10987489,1000.0,1000.0
1,1,0.0019073485,0.10987489,0.11565474,1000.0,1000.0
20,2,1.15596915E-4,0.11565474,0.121434584,1000.0,1000.0
10,2,3.8146973E-4,0.121434584,0.12721443,1000.0,1000.0
1,2,0.003814697,0.12721443,0.13299428,1000.0,1000.0
1,3,0.0057220454,0.13299428,0.13877413,1000.0,1000.0
1,4,0.007629394,0.13877413,0.14455397,1000.0,1000.0
1,5,0.009536743,0.14455397,0.15033382,1000.0,1000.0
1,6,0.011444091,0.15033382,0.15611367,1000.0,1000.0
1,7,0.0133514395,0.15611367,0.16189352,1000.0,1000.0
1,8,0.015258788,0.16189352,0.16767336,1000.0,1000.0
1,9,0.017166138,0.16767336,0.17345321,1000.0,1000.0
1,10,0.019073486,0.17345321,0.17923306,1000.0,1000.0
1,11,0.020980833,0.17923306,0.1850129,1000.0,1000.0
1,12,0.022888182,0.1850129,0.19079275,1000.0,1000.0
1,13,0.02479553,0.19079275,0.1965726,1000.0,1000.0
1,14,0.026702879,0.1965726,0.20235245,1000.0,1000.0
1,15,0.028610228,0.20235245,0.2081323,1000.0,1000.0
1,16,0.030517576,0.2081323,0.21391214,1000.0,1000.0
1,17,0.032424927,0.21391214,0.21969199,1000.0,1000.0
1,18,0.034332275,0.21969199,0.22547184,1000.0,1000.0
1,19,0.036239624,0.22547184,0.23125169,1000.0,1000.0
1,20,0.038146973,0.23125169,0.23703153,1000.0,1000.0
1,21,0.040054318,0.23703153,0.24281138,1000.0,1000.0
1,22,0.041961666,0.24281138,0.24859123,1000.0,1000.0
1,23,0.043869015,0.24859123,0.25437108,1000.0,1000.0
1,24,0.045776363,0.25437108,0.2601509,1000.0,1000.0
1,25,0.047683712,0.2601509,0.26593074,1000.0,1000.0
1,26,0.04959106,0.26593074,0.27171057,1000.0,1000.0
1,27,0.05149841,0.27171057,0.2774904,1000.0,1000.0
1,28,0.053405758,0.2774904,0.28327024,1000.0,1000.0
1,29,0.055313107,0.28327024,0.28905007,1000.0,1000.0
1,30,0.057220455,0.28905007,0.2948299,1000.0,1000.0
1,31,0.059127804,0.2948299,0.30060974,1000.0,1000.0
1,32,0.061035153,0.30060974,0.30638957,1000.0,1000.0
1,33,0.062942505,0.30638957,0.3121694,1000.0,1000.0
1,34,0.06484985,0.3121694,0.31794924,1000.0,1000.0
1,35,0.0667572,0.31794924,0.32372907,1000.0,1000.0
1,36,0.06866455,0.32372907,0.3295089,1000.0,1000.0
1,37,0.0705719,0.3295089,0.33528873,1000.0,1000.0
1,38,0.07247925,0.33528873,0.34106857,1000.0,1000.0
1,39,0.0743866,0.34106857,0.3468484,1000.0,1000.0
1,40,0.076293945,0.3468484,0.35262823,1000.0,1000.0
1,41,0.078201294,0.35262823,0.35840806,1000.0,1000.0
1,42,0.080108635,0.35840806,0.3641879,1000.0,1000.0
1,43,0.082015984,0.3641879,0.36996773,1000.0,1000.0
1,44,0.08392333,0.36996773,0.37574756,1000.0,1000.0
1,45,0.08583068,0.37574756,0.3815274,1000.0,1000.0
1,46,0.08773803,0.3815274,0.38730723,1000.0,1000.0
1,47,0.08964538,0.38730723,0.39308706,1000.0,1000.0
1,48,0.09155273,0.39308706,0.3988669,1000.0,1000.0
1,49,0.093460076,0.3988669,0.40464672,1000.0,1000.0
1,50,0.095367424,0.40464672,0.41042656,1000.0,1000.0
1,51,0.09727477,0.41042656,0.4162064,1000.0,1000.0
1,52,0.09918212,0.4162064,0.42198622,1000.0,1000.0
1,53,0.10108947,0.42198622,0.42776605,1000.0,1000.0
1,54,0.10299682,0.42776605,0.4335459,1000.0,1000.0
1,55,0.10490417,0.4335459,0.43932572,1000.0,1000.0
1,56,0.106811516,0.43932572,0.44510555,1000.0,1000.0
1,57,0.108718865,0.44510555,0.4508854,1000.0,1000.0
1,58,0.11062621,0.4508854,0.45666522,1000.0,1000.0
1,59,0.11253356,0.45666522,0.46244505,1000.0,1000.0
1,60,0.11444091,0.46244505,0.46822488,1000.0,1000.0
1,61,0.11634826,0.46822488,0.47400472,1000.0,1000.0
1,62,0.11825561,0.47400472,0.47978455,1000.0,1000.0
1,63,0.12016296,0.47978455,0.48556438,1000.0,1000.0
1,64,0.122070305,0.48556438,0.4913442,1000.0,1000.0
1,65,0.12397765,0.4913442,0.49712405,1000.0,1000.0
1,66,0.12588501,0.49712405,0.5029039,1000.0,1000.0
1,67,0.12779236,0.5029039,0.50868374,1000.0,1000.0
1,68,0.1296997,0.50868374,0.5144636,1000.0,1000.0
1,69,0.13160706,0.5144636,0.52024347,1000.0,1000.0
1,70,0.1335144,0.52024347,0.5260233,1000.0,1000.0
1,71,0.13542175,0.5260233,0.5318032,1000.0,1000.0
1,72,0.1373291,0.5318032,0.53758305,1000.0,1000.0
1,73,0.13923645,0.53758305,0.5433629,1000.0,1000.0
1,74,0.1411438,0.5433629,0.5491428,1000.0,1000.0
1,75,0.14305115,0.5491428,0.55492264,1000.0,1000.0
1,76,0.1449585,0.55492264,0.5607025,1000.0,1000.0
1,77,0.14686584,0.5607025,0.56648237,1000.0,1000.0
1,78,0.1487732,0.56648237,0.5722622,1000.0,1000.0
1,79,0.15068054,0.5722622,0.5780421,1000.0,1000.0
1,80,0.15258789,0.5780421,0.58382195,1000.0,1000.0
1,81,0.15449524,0.58382195,0.5896018,1000.0,1000.0
1,82,0.15640259,0.5896018,0.5953817,1000.0,1000.0
1,83,0.15830992,0.5953817,0.60116154,1000.0,1000.0
1,84,0.16021727,0.60116154,0.6069414,1000.0,1000.0
1,85,0.16212462,0.6069414,0.61272126,1000.0,1000.0
1,86,0.16403197,0.61272126,0.6185011,1000.0,1000.0
1,87,0.16593932,0.6185011,0.624281,1000.0,1000.0
1,88,0.16784666,0.624281,0.63006085,1000.0,1000.0
1,89,0.16975401,0.63006085,0.6358407,1000.0,1000.0
1,90,0.17166136,0.6358407,0.6416206,1000.0,1000.0
1,91,0.17356871,0.6416206,0.64740044,1000.0,1000.0
1,92,0.17547606,0.64740044,0.6531803,1000.0,1000.0
1,93,0.17738341,0.6531803,0.65896016,1000.0,1000.0
1,94,0.17929076,0.65896016,0.66474,1000.0,1000.0
1,95,0.1811981,0.66474,0.6705199,1000.0,1000.0
1,96,0.18310545,0.6705199,0.67629975,1000.0,1000.0
1,97,0.1850128,0.67629975,0.6820796,1000.0,1000.0
1,98,0.18692015,0.6820796,0.6878595,1000.0,1000.0
1,99,0.1888275,0.6878595,0.69363934,1000.0,1000.0
1,100,0.19073485,0.69363934,0.6994192,1000.0,1000.0
1,101,0.0019073485,0.6994192,0.70519906,1000.0,1000.0
1,102,0.003814697,0.70519906,0.7109789,1000.0,1000.0
1,103,0.0057220454,0.7109789,0.7167588,1000.0,1000.0
1,104,0.007629394,0.7167588,0.72253865,1000.0,1000.0
1,105,0.009536743,0.72253865,0.7283185,1000.0,1000.0
1,106,0.011444091,0.7283185,0.7340984,1000.0,1000.0
1,107,0.0133514395,0.7340984,0.73987824,1000.0,1000.0
1,108,0.015258788,0.73987824,0.7456581,1000.0,1000.0
1,109,0.017166138,0.7456581,0.75143796,1000.0,1000.0
1,110,0.019073486,0.75143796,0.7572178,1000.0,1000.0
1,111,0.020980833,0.7572178,0.7629977,1000.0,1000.0
1,112,0.022888182,0.7629977,0.76877755,1000.0,1000.0
1,113,0.02479553,0.76877755,0.7745574,1000.0,1000.0
1,114,0.026702879,0.7745574,0.7803373,1000.0,1000.0
1,115,0.028610228,0.7803373,0.78611714,1000.0,1000.0
1,116,0.030517576,0.78611714,0.791897,1000.0,1000.0
1,117,0.032424927,0.791897,0.79767686,1000.0,1000.0
1,118,0.034332275,0.79767686,0.8034567,1000.0,1000.0
1,119,0.036239624,0.8034567,0.8092366,1000.0,1000.0
1,120,0.038146973,0.8092366,0.81501645,1000.0,1000.0
1,121,0.040054318,0.81501645,0.8207963,1000.0,1000.0
1,122,0.041961666,0.8207963,0.8265762,1000.0,1000.0
1,123,0.043869015,0.8265762,0.83235604,1000.0,1000.0
1,124,0.045776363,0.83235604,0.8381359,1000.0,1000.0
1,125,0.047683712,0.8381359,0.84391576,1000.0,1000.0
1,126,0.04959106,0.84391576,0.8496956,1000.0,1000.0
1,127,0.05149841,0.8496956,0.8554755,1000.0,1000.0
1,128,0.053405758,0.8554755,0.86125535,1000.0,1000.0
1,129,0.055313107,0.86125535,0.8670352,1000.0,1000.0
1,130,0.057220455,0.8670352,0.8728151,1000.0,1000.0
1,131,0.059127804,0.8728151,0.87859493,1000.0,1000.0
1,132,0.061035153,0.87859493,0.8843748,1000.0,1000.0
1,133,0.062942505,0.8843748,0.89015466,1000.0,1000.0
1,134,0.06484985,0.89015466,0.8959345,1000.0,1000.0
1,135,0.0667572,0.8959345,0.9017144,1000.0,1000.0
1,136,0.06866455,0.9017144,0.90749425,1000.0,1000.0
1,137,0.0705719,0.90749425,0.9132741,1000.0,1000.0
1,138,0.07247925,0.9132741,0.919054,1000.0,1000.0
1,139,0.0743866,0.919054,0.92483383,1000.0,1000.0
1,140,0.076293945,0.92483383,0.9306137,1000.0,1000.0
1,141,0.078201294,0.9306137,0.93639356,1000.0,1000.0
1,142,0.080108635,0.93639356,0.9421734,1000.0,1000.0
1,143,0.082015984,0.9421734,0.9479533,1000.0,1000.0
1,144,0.08392333,0.9479533,0.95373315,1000.0,1000.0
1,145,0.08583068,0.95373315,0.959513,1000.0,1000.0
1,146,0.08773803,0.959513,0.9652929,1000.0,1000.0
1,147,0.08964538,0.9652929,0.97107273,1000.0,1000.0
1,148,0.09155273,0.97107273,0.9768526,1000.0,1000.0
1,149,0.093460076,0.9768526,0.98263246,1000.0,1000.0
1,150,0.095367424,0.98263246,0.9884123,1000.0,1000.0
1,151,0.09727477,0.9884123,0.9941922,1000.0,1000.0
1,152,0.09918212,0.9941922,0.99997205,1000.0,1000.0
1,153,0.10108947,0.99997205,1.0057518,1000.0,1000.0
1,154,0.10299682,1.0057518,1.0115317,1000.0,1000.0
1,155,0.10490417,1.0115317,1.0173116,1000.0,1000.0
1,156,0.106811516,1.0173116,1.0230914,1000.0,1000.0
1,157,0.108718865,1.0230914,1.0288713,1000.0,1000.0
1,158,0.11062621,1.0288713,1.0346512,1000.0,1000.0
1,159,0.11253356,1.0346512,1.040431,1000.0,1000.0
1,160,0.11444091,1.040431,1.0462109,1000.0,1000.0
1,161,0.11634826,1.0462109,1.0519907,1000.0,1000.0
1,162,0.11825561,1.0519907,1.0577706,1000.0,1000.0
1,163,0.12016296,1.0577706,1.0635505,1000.0,1000.0
1,164,0.122070305,1.0635505,1.0693303,1000.0,1000.0
1,165,0.12397765,1.0693303,1.0751102,1000.0,1000.0
1,166,0.12588501,1.0751102,1.08089,1000.0,1000.0
1,167,0.12779236,1.08089,1.0866699,1000.0,1000.0
1,168,0.1296997,1.0866699,1.0924498,1000.0,1000.0
1,169,0.13160706,1.0924498,1.0982296,1000.0,1000.0
1,170,0.1335144,1.0982296,1.1040095,1000.0,1000.0
1,171,0.13542175,1.1040095,1.1097894,1000.0,1000.0
1,172,0.1373291,1.1097894,1.1155692,1000.0,1000.0
1,173,0.13923645,1.1155692,1.1213491,1000.0,1000.0
1,174,0.1411438,1.1213491,1.127129,1000.0,1000.0
1,175,0.14305115,1.127129,1.1329088,1000.0,1000.0
1,176,0.1449585,1.1329088,1.1386887,1000.0,1000.0
1,177,0.14686584,1.1386887,1.1444685,1000.0,1000.0
1,178,0.1487732,1.1444685,1.1502484,1000.0,1000.0
1,179,0.15068054,1.1502484,1.1560283,1000.0,1000.0
1,180,0.15258789,1.1560283,1.1618081,1000.0,1000.0
1,181,0.15449524,1.1618081,1.167588,1000.0,1000.0
1,182,0.15640259,1.167588,1.1733679,1000.0,1000.0
1,183,0.15830992,1.1733679,1.1791477,1000.0,1000.0
1,184,0.16021727,1.1791477,1.1849276,1000.0,1000.0
1,185,0.16212462,1.1849276,1.1907074,1000.0,1000.0
1,186,0.16403197,1.1907074,1.1964873,1000.0,1000.0
1,187,0.16593932,1.1964873,1.2022672,1000.0,1000.0
1,188,0.16784666,1.2022672,1.208047,1000.0,1000.0
1,189,0.16975401,1.208047,1.2138269,1000.0,1000.0
1,190,0.17166136,1.2138269,1.2196068,1000.0,1000.0
1,191,0.17356871,1.2196068,1.2253866,1000.0,1000.0
1,192,0.17547606,1.2253866,1.2311665,1000.0,1000.0
1,193,0.17738341,1.2311665,1.2369463,1000.0,1000.0
1,194,0.17929076,1.2369463,1.2427262,1000.0,1000.0
1,195,0.1811981,1.2427262,1.2485061,1000.0,1000.0
1,196,0.18310545,1.2485061,1.2542859,1000.0,1000.0
1,197,0.1850128,1.2542859,1.2600658,1000.0,1000.0
1,198,0.18692015,1.2600658,1.2658457,1000.0,1000.0
1,199,0.1888275,1.2658457,1.2716255,1000.0,1000.0
1,200,0.19073485,1.2716255,1.2774054,1000.0,1000.0
1,201,0.1926422,1.2774054,1.2831852,1000.0,1000.0
1,202,0.19454955,1.2831852,1.2889651,1000.0,1000.0
1,203,0.1964569,1.2889651,1.294745,1000.0,1000.0
1,204,0.19836424,1.294745,1.3005248,1000.0,1000.0
2,2,0.0019073485,1.3005248,1.3063047,1000.0,1000.0
2,3,0.0028610227,1.3063047,1.3120846,1000.0,1000.0
2,4,0.003814697,1.3120846,1.3178644,1000.0,1000.0
2,5,0.0047683716,1.3178644,1.3236443,1000.0,1000.0
2,6,0.0057220454,1.3236443,1.3294241,1000.0,1000.0
2,7,0.0066757197,1.3294241,1.335204,1000.0,1000.0
2,8,0.007629394,1.335204,1.3409839,1000.0,1000.0
2,9,0.008583069,1.3409839,1.3467637,1000.0,1000.0
2,10,0.009536743,1.3467637,1.3525436,1000.0,1000.0
2,11,0.010490417,1.3525436,1.3583235,1000.0,1000.0
2,12,0.011444091,1.3583235,1.3641033,1000.0,1000.0
2,13,0.012397765,1.3641033,1.3698832,1000.0,1000.0
2,14,0.0133514395,1.3698832,1.375663,1000.0,1000.0
2,15,0.014305114,1.375663,1.3814429,1000.0,1000.0
2,16,0.015258788,1.3814429,1.3872228,1000.0,1000.0
2,17,0.016212463,1.3872228,1.3930026,1000.0,1000.0
2,18,0.017166138,1.3930026,1.3987825,1000.0,1000.0
2,19,0.018119812,1.3987825,1.4045624,1000.0,1000.0
2,20,0.019073486,1.4045624,1.4103422,1000.0,1000.0
2,21,0.020027159,1.4103422,1.4161221,1000.0,1000.0
2,22,0.020980833,1.4161221,1.421902,1000.0,1000.0
2,23,0.021934507,1.421902,1.4276818,1000.0,1000.0
2,24,0.022888182,1.4276818,1.4334617,1000.0,1000.0
2,25,0.023841856,1.4334617,1.4392415,1000.0,1000.0
2,26,0.02479553,1.4392415,1.4450214,1000.0,1000.0
2,27,0.025749205,1.4450214,1.4508013,1000.0,1000.0
2,28,0.026702879,1.4508013,1.4565811,1000.0,1000.0
2,29,0.027656553,1.4565811,1.462361,1000.0,1000.0
2,30,0.028610228,1.462361,1.4681408,1000.0,1000.0
2,31,0.029563902,1.4681408,1.4739207,1000.0,1000.0
2,32,0.030517576,1.4739207,1.4797006,1000.0,1000.0
2,33,0.031471252,1.4797006,1.4854804,1000.0,1000.0
2,34,0.032424927,1.4854804,1.4912603,1000.0,1000.0
2,35,0.0333786,1.4912603,1.4970402,1000.0,1000.0
2,36,0.034332275,1.4970402,1.50282,1000.0,1000.0
2,37,0.03528595,1.50282,1.5085999,1000.0,1000.0
2,38,0.036239624,1.5085999,1.5143797,1000.0,1000.0
2,39,0.0371933,1.5143797,1.5201596,1000.0,1000.0
2,40,0.038146973,1.5201596,1.5259395,1000.0,1000.0
2,41,0.039100647,1.5259395,1.5317193,1000.0,1000.0
2,42,0.040054318,1.5317193,1.5374992,1000.0,1000.0
2,43,0.041007992,1.5374992,1.543279,1000.0,1000.0
2,44,0.041961666,1.543279,1.5490589,1000.0,1000.0
2,45,0.04291534,1.5490589,1.5548388,1000.0,1000.0
2,46,0.043869015,1.5548388,1.5606186,1000.0,1000.0
2,47,0.04482269,1.5606186,1.5663985,1000.0,1000.0
2,48,0.045776363,1.5663985,1.5721784,1000.0,1000.0
2,49,0.046730038,1.5721784,1.5779582,1000.0,1000.0
2,50,0.047683712,1.5779582,1.5837381,1000.0,1000.0
2,51,0.048637386,1.5837381,1.589518,1000.0,1000.0
2,52,0.04959106,1.589518,1.5952978,1000.0,1000.0
2,53,0.050544735,1.5952978,1.6010777,1000.0,1000.0
2,54,0.05149841,1.6010777,1.6068575,1000.0,1000.0
2,55,0.052452084,1.6068575,1.6126374,1000.0,1000.0
2,56,0.053405758,1.6126374,1.6184173,1000.0,1000.0
2,57,0.054359432,1.6184173,1.6241971,1000.0,1000.0
2,58,0.055313107,1.6241971,1.629977,1000.0,1000.0
2,59,0.05626678,1.629977,1.6357569,1000.0,1000.0
2,60,0.057220455,1.6357569,1.6415367,1000.0,1000.0
2,61,0.05817413,1.6415367,1.6473166,1000.0,1000.0
2,62,0.059127804,1.6473166,1.6530964,1000.0,1000.0
2,63,0.06008148,1.6530964,1.6588763,1000.0,1000.0
2,64,0.061035153,1.6588763,1.6646562,1000.0,1000.0
2,65,0.061988827,1.6646562,1.670436,1000.0,1000.0
2,66,0.062942505,1.670436,1.6762159,1000.0,1000.0
2,67,0.06389618,1.6762159,1.6819957,1000.0,1000.0
2,68,0.06484985,1.6819957,1.6877756,1000.0,1000.0
2,69,0.06580353,1.6877756,1.6935555,1000.0,1000.0
2,70,0.0667572,1.6935555,1.6993353,1000.0,1000.0
2,71,0.06771088,1.6993353,1.7051152,1000.0,1000.0
2,72,0.06866455,1.7051152,1.7108951,1000.0,1000.0
2,73,0.069618225,1.7108951,1.7166749,1000.0,1000.0
2,74,0.0705719,1.7166749,1.7224548,1000.0,1000.0
2,75,0.071525574,1.7224548,1.7282346,1000.0,1000.0
2,76,0.07247925,1.7282346,1.7340145,1000.0,1000.0
2,77,0.07343292,1.7340145,1.7397944,1000.0,1000.0
2,78,0.0743866,1.7397944,1.7455742,1000.0,1000.0
2,79,0.07534027,1.7455742,1.7513541,1000.0,1000.0
2,80,0.076293945,1.7513541,1.757134,1000.0,1000.0
2,81,0.07724762,1.757134,1.7629138,1000.0,1000.0
2,82,0.078201294,1.7629138,1.7686937,1000.0,1000.0
2,83,0.07915496,1.7686937,1.7744735,1000.0,1000.0
2,84,0.080108635,1.7744735,1.7802534,1000.0,1000.0
2,85,0.08106231,1.7802534,1.7860333,1000.0,1000.0
2,86,0.082015984,1.7860333,1.7918131,1000.0,1000.0
2,87,0.08296966,1.7918131,1.797593,1000.0,1000.0
2,88,0.08392333,1.797593,1.8033729,1000.0,1000.0
2,89,0.08487701,1.8033729,1.8091527,1000.0,1000.0
2,90,0.08583068,1.8091527,1.8149326,1000.0,1000.0
2,91,0.086784355,1.8149326,1.8207124,1000.0,1000.0
2,92,0.08773803,1.8207124,1.8264923,1000.0,1000.0
2,93,0.088691704,1.8264923,1.8322722,1000.0,1000.0
2,94,0.08964538,1.8322722,1.838052,1000.0,1000.0
2,95,0.09059905,1.838052,1.8438319,1000.0,1000.0
2,96,0.09155273,1.8438319,1.8496118,1000.0,1000.0
2,97,0.0925064,1.8496118,1.8553916,1000.0,1000.0
2,98,0.093460076,1.8553916,1.8611715,1000.0,1000.0
2,99,0.09441375,1.8611715,1.8669513,1000.0,1000.0
2,100,0.095367424,1.8669513,1.8727312,1000.0,1000.0
2,101,9.5367426E-4,1.8727312,1.8785111,1000.0,1000.0
2,102,0.0019073485,1.8785111,1.8842909,1000.0,1000.0
2,103,0.0028610227,1.8842909,1.8900708,1000.0,1000.0
2,104,0.003814697,1.8900708,1.8958507,1000.0,1000.0
2,105,0.0047683716,1.8958507,1.9016305,1000.0,1000.0
2,106,0.0057220454,1.9016305,1.9074104,1000.0,1000.0
2,107,0.0066757197,1.9074104,1.9131902,1000.0,1000.0
2,108,0.007629394,1.9131902,1.9189701,1000.0,1000.0
2,109,0.008583069,1.9189701,1.92475,1000.0,1000.0
2,110,0.009536743,1.92475,1.9305298,1000.0,1000.0
2,111,0.010490417,1.9305298,1.9363097,1000.0,1000.0
2,112,0.011444091,1.9363097,1.9420896,1000.0,1000.0
2,113,0.012397765,1.9420896,1.9478694,1000.0,1000.0
2,114,0.0133514395,1.9478694,1.9536493,1000.0,1000.0
2,115,0.014305114,1.9536493,1.9594291,1000.0,1000.0
2,116,0.015258788,1.9594291,1.965209,1000.0,1000.0
2,117,0.016212463,1.965209,1.9709889,1000.0,1000.0
2,118,0.017166138,1.9709889,1.9767687,1000.0,1000.0
2,119,0.018119812,1.9767687,1.9825486,1000.0,1000.0
2,120,0.019073486,1.9825486,1.9883285,1000.0,1000.0
2,121,0.020027159,1.9883285,1.9941083,1000.0,1000.0
2,122,0.020980833,1.9941083,1.9998882,1000.0,1000.0
2,123,0.021934507,1.9998882,2.005668,1000.0,1000.0
2,124,0.022888182,2.005668,2.0114477,1000.0,1000.0
2,125,0.023841856,2.0114477,2.0172274,1000.0,1000.0
2,126,0.02479553,2.0172274,2.0230072,1000.0,1000.0
2,127,0.025749205,2.0230072,2.028787,1000.0,1000.0
2,128,0.026702879,2.028787,2.0345666,1000.0,1000.0
2,129,0.027656553,2.0345666,2.0403464,1000.0,1000.0
2,130,0.028610228,2.0403464,2.0461261,1000.0,1000.0
2,131,0.029563902,2.0461261,2.0519059,1000.0,1000.0
2,132,0.030517576,2.0519059,2.0576856,1000.0,1000.0
