flowId,packetId,arrivalTime,startTime,finishTime,length,transmitted
20,1,5.7798457E-5,5.7798457E-5,0.005837644,1000.0,1000.0
10,1,1.9073486E-4,0.005837644,0.011617489,1000.0,1000.0
19,1,5.7798457E-5,0.011617489,0.017397335,1000.0,1000.0
9,1,2.1192763E-4,0.017397335,0.02317718,1000.0,1000.0
18,1,5.7798457E-5,0.02317718,0.028957026,1000.0,1000.0
8,1,2.3841856E-4,0.028957026,0.03473687,1000.0,1000.0
17,1,5.7798457E-5,0.03473687,0.04051672,1000.0,1000.0
7,1,2.7247836E-4,0.04051672,0.046296567,1000.0,1000.0
16,1,5.7798457E-5,0.046296567,0.052076414,1000.0,1000.0
6,1,3.1789145E-4,0.052076414,0.05785626,1000.0,1000.0
15,1,5.7798457E-5,0.05785626,0.06363611,1000.0,1000.0
20,2,1.15596915E-4,0.06363611,0.06941596,1000.0,1000.0
10,2,3.8146973E-4,0.06941596,0.075195804,1000.0,1000.0
5,1,3.8146973E-4,0.075195804,0.08097565,1000.0,1000.0
19,2,1.15596915E-4,0.08097565,0.0867555,1000.0,1000.0
9,2,4.2385526E-4,0.0867555,0.09253535,1000.0,1000.0
18,2,1.15596915E-4,0.09253535,0.098315194,1000.0,1000.0
14,1,5.7798457E-5,0.098315194,0.10409504,1000.0,1000.0
8,2,4.7683713E-4,0.10409504,0.10987489,1000.0,1000.0
4,1,4.7683713E-4,0.10987489,0.11565474,1000.0,1000.0
17,2,1.15596915E-4,0.11565474,0.121434584,1000.0,1000.0
7,2,5.449567E-4,0.121434584,0.12721443,1000.0,1000.0
20,3,1.7339537E-4,0.12721443,0.13299428,1000.0,1000.0
10,3,5.722046E-4,0.13299428,0.13877413,1000.0,1000.0
19,3,1.7339537E-4,0.13877413,0.14455397,1000.0,1000.0
16,2,1.15596915E-4,0.14455397,0.15033382,1000.0,1000.0
13,1,5.7798457E-5,0.15033382,0.15611367,1000.0,1000.0
9,3,6.357829E-4,0.15611367,0.16189352,1000.0,1000.0
6,2,6.357829E-4,0.16189352,0.16767336,1000.0,1000.0
3,1,6.357829E-4,0.16767336,0.17345321,1000.0,1000.0
18,3,1.7339537E-4,0.17345321,0.17923306,1000.0,1000.0
8,3,7.152557E-4,0.17923306,0.1850129,1000.0,1000.0
15,2,1.15596915E-4,0.1850129,0.19079275,1000.0,1000.0
20,4,2.3119383E-4,0.19079275,0.1965726,1000.0,1000.0
10,4,7.6293945E-4,0.1965726,0.20235245,1000.0,1000.0
5,2,7.6293945E-4,0.20235245,0.2081323,1000.0,1000.0
17,3,1.7339537E-4,0.2081323,0.21391214,1000.0,1000.0
7,3,8.174351E-4,0.21391214,0.21969199,1000.0,1000.0
19,4,2.3119383E-4,0.21969199,0.22547184,1000.0,1000.0
9,4,8.4771053E-4,0.22547184,0.23125169,1000.0,1000.0
12,1,5.7798457E-5,0.23125169,0.23703153,1000.0,1000.0
18,4,2.3119383E-4,0.23703153,0.24281138,1000.0,1000.0
20,5,2.8899228E-4,0.24281138,0.24859123,1000.0,1000.0
16,3,1.7339537E-4,0.24859123,0.25437108,1000.0,1000.0
14,2,1.15596915E-4,0.25437108,0.2601509,1000.0,1000.0
10,5,9.536743E-4,0.2601509,0.26593074,1000.0,1000.0
8,4,9.5367426E-4,0.26593074,0.27171057,1000.0,1000.0
6,3,9.536743E-4,0.27171057,0.2774904,1000.0,1000.0
4,2,9.5367426E-4,0.2774904,0.28327024,1000.0,1000.0
2,1,9.5367426E-4,0.28327024,0.28905007,1000.0,1000.0
19,5,2.8899228E-4,0.28905007,0.2948299,1000.0,1000.0
9,5,0.0010596382,0.2948299,0.30060974,1000.0,1000.0
17,4,2.3119383E-4,0.30060974,0.30638957,1000.0,1000.0
7,4,0.0010899134,0.30638957,0.3121694,1000.0,1000.0
15,3,1.7339537E-4,0.3121694,0.31794924,1000.0,1000.0
20,6,3.4679074E-4,0.31794924,0.32372907,1000.0,1000.0
10,6,0.0011444092,0.32372907,0.3295089,1000.0,1000.0
5,3,0.0011444092,0.3295089,0.33528873,1000.0,1000.0
18,5,2.8899228E-4,0.33528873,0.34106857,1000.0,1000.0
8,5,0.0011920929,0.34106857,0.3468484,1000.0,1000.0
19,6,3.4679074E-4,0.3468484,0.35262823,1000.0,1000.0
16,4,2.3119383E-4,0.35262823,0.35840806,1000.0,1000.0
13,2,1.15596915E-4,0.35840806,0.3641879,1000.0,1000.0
9,6,0.0012715658,0.3641879,0.36996773,1000.0,1000.0
6,4,0.0012715658,0.36996773,0.37574756,1000.0,1000.0
3,2,0.0012715658,0.37574756,0.3815274,1000.0,1000.0
20,7,4.045892E-4,0.3815274,0.38730723,1000.0,1000.0
10,7,0.001335144,0.38730723,0.39308706,1000.0,1000.0
17,5,2.8899228E-4,0.39308706,0.3988669,1000.0,1000.0
7,5,0.0013623919,0.3988669,0.40464672,1000.0,1000.0
18,6,3.4679074E-4,0.40464672,0.41042656,1000.0,1000.0
14,3,1.7339537E-4,0.41042656,0.4162064,1000.0,1000.0
8,6,0.0014305114,0.4162064,0.42198622,1000.0,1000.0
4,3,0.0014305114,0.42198622,0.42776605,1000.0,1000.0
19,7,4.045892E-4,0.42776605,0.4335459,1000.0,1000.0
9,7,0.0014834935,0.4335459,0.43932572,1000.0,1000.0
15,4,2.3119383E-4,0.43932572,0.44510555,1000.0,1000.0
20,8,4.6238766E-4,0.44510555,0.4508854,1000.0,1000.0
10,8,0.0015258789,0.4508854,0.45666522,1000.0,1000.0
5,4,0.0015258789,0.45666522,0.46244505,1000.0,1000.0
16,5,2.8899228E-4,0.46244505,0.46822488,1000.0,1000.0
6,5,0.0015894572,0.46822488,0.47400472,1000.0,1000.0
17,6,3.4679074E-4,0.47400472,0.47978455,1000.0,1000.0
7,6,0.0016348702,0.47978455,0.48556438,1000.0,1000.0
18,7,4.045892E-4,0.48556438,0.4913442,1000.0,1000.0
8,7,0.0016689299,0.4913442,0.49712405,1000.0,1000.0
19,8,4.6238766E-4,0.49712405,0.5029039,1000.0,1000.0
9,8,0.0016954211,0.5029039,0.50868374,1000.0,1000.0
20,9,5.201861E-4,0.50868374,0.5144636,1000.0,1000.0
10,9,0.0017166138,0.5144636,0.52024347,1000.0,1000.0
15,5,2.8899228E-4,0.52024347,0.5260233,1000.0,1000.0
17,7,4.045892E-4,0.5260233,0.5318032,1000.0,1000.0
11,1,5.7798457E-5,0.5318032,0.53758305,1000.0,1000.0
12,2,1.15596915E-4,0.53758305,0.5433629,1000.0,1000.0
18,8,4.6238766E-4,0.5433629,0.5491428,1000.0,1000.0
20,10,5.7798455E-4,0.5491428,0.55492264,1000.0,1000.0
16,6,3.4679074E-4,0.55492264,0.5607025,1000.0,1000.0
14,4,2.3119383E-4,0.5607025,0.56648237,1000.0,1000.0
13,3,1.7339537E-4,0.56648237,0.5722622,1000.0,1000.0
10,10,0.0019073486,0.5722622,0.5780421,1000.0,1000.0
9,9,0.0019073487,0.5780421,0.58382195,1000.0,1000.0
8,8,0.0019073485,0.58382195,0.5896018,1000.0,1000.0
7,7,0.0019073485,0.5896018,0.5953817,1000.0,1000.0
6,6,0.0019073486,0.5953817,0.60116154,1000.0,1000.0
5,5,0.0019073486,0.60116154,0.6069414,1000.0,1000.0
4,4,0.0019073485,0.6069414,0.61272126,1000.0,1000.0
3,3,0.0019073486,0.61272126,0.6185011,1000.0,1000.0
2,2,0.0019073485,0.6185011,0.624281,1000.0,1000.0
1,1,0.0019073485,0.624281,0.63006085,1000.0,1000.0
20,11,6.35783E-4,0.63006085,0.6358407,1000.0,1000.0
10,11,0.0020980835,0.6358407,0.6416206,1000.0,1000.0
19,10,5.7798455E-4,0.6416206,0.64740044,1000.0,1000.0
9,10,0.0021192764,0.64740044,0.6531803,1000.0,1000.0
18,9,5.201861E-4,0.6531803,0.65896016,1000.0,1000.0
8,9,0.0021457672,0.65896016,0.66474,1000.0,1000.0
17,8,4.6238766E-4,0.66474,0.6705199,1000.0,1000.0
7,8,0.0021798268,0.6705199,0.67629975,1000.0,1000.0
16,7,4.045892E-4,0.67629975,0.6820796,1000.0,1000.0
6,7,0.00222524,0.6820796,0.6878595,1000.0,1000.0
15,6,3.4679074E-4,0.6878595,0.69363934,1000.0,1000.0
20,12,6.935815E-4,0.69363934,0.6994192,1000.0,1000.0
10,12,0.0022888184,0.6994192,0.70519906,1000.0,1000.0
5,6,0.0022888184,0.70519906,0.7109789,1000.0,1000.0
19,11,6.35783E-4,0.7109789,0.7167588,1000.0,1000.0
9,11,0.002331204,0.7167588,0.72253865,1000.0,1000.0
18,10,5.7798455E-4,0.72253865,0.7283185,1000.0,1000.0
14,5,2.8899228E-4,0.7283185,0.7340984,1000.0,1000.0
8,10,0.0023841858,0.7340984,0.73987824,1000.0,1000.0
4,5,0.0023841858,0.73987824,0.7456581,1000.0,1000.0
17,9,5.201861E-4,0.7456581,0.75143796,1000.0,1000.0
7,9,0.0024523053,0.75143796,0.7572178,1000.0,1000.0
20,13,7.5137994E-4,0.7572178,0.7629977,1000.0,1000.0
10,13,0.0024795532,0.7629977,0.76877755,1000.0,1000.0
19,12,6.935815E-4,0.76877755,0.7745574,1000.0,1000.0
16,8,4.6238766E-4,0.7745574,0.7803373,1000.0,1000.0
13,4,2.3119383E-4,0.7803373,0.78611714,1000.0,1000.0
9,12,0.0025431316,0.78611714,0.791897,1000.0,1000.0
6,8,0.0025431316,0.791897,0.79767686,1000.0,1000.0
3,4,0.0025431316,0.79767686,0.8034567,1000.0,1000.0
18,11,6.35783E-4,0.8034567,0.8092366,1000.0,1000.0
8,11,0.0026226041,0.8092366,0.81501645,1000.0,1000.0
15,7,4.045892E-4,0.81501645,0.8207963,1000.0,1000.0
20,14,8.091784E-4,0.8207963,0.8265762,1000.0,1000.0
10,14,0.002670288,0.8265762,0.83235604,1000.0,1000.0
5,7,0.002670288,0.83235604,0.8381359,1000.0,1000.0
17,10,5.7798455E-4,0.8381359,0.84391576,1000.0,1000.0
7,10,0.0027247837,0.84391576,0.8496956,1000.0,1000.0
19,13,7.5137994E-4,0.8496956,0.8554755,1000.0,1000.0
9,13,0.0027550592,0.8554755,0.86125535,1000.0,1000.0
12,3,1.7339537E-4,0.86125535,0.8670352,1000.0,1000.0
18,12,6.935815E-4,0.8670352,0.8728151,1000.0,1000.0
20,15,8.6697686E-4,0.8728151,0.87859493,1000.0,1000.0
16,9,5.201861E-4,0.87859493,0.8843748,1000.0,1000.0
14,6,3.4679074E-4,0.8843748,0.89015466,1000.0,1000.0
10,15,0.002861023,0.89015466,0.8959345,1000.0,1000.0
8,12,0.0028610227,0.8959345,0.9017144,1000.0,1000.0
6,9,0.002861023,0.9017144,0.90749425,1000.0,1000.0
4,6,0.0028610227,0.90749425,0.9132741,1000.0,1000.0
2,3,0.0028610227,0.9132741,0.919054,1000.0,1000.0
19,14,8.091784E-4,0.919054,0.92483383,1000.0,1000.0
9,14,0.002966987,0.92483383,0.9306137,1000.0,1000.0
17,11,6.35783E-4,0.9306137,0.93639356,1000.0,1000.0
7,11,0.002997262,0.93639356,0.9421734,1000.0,1000.0
15,8,4.6238766E-4,0.9421734,0.9479533,1000.0,1000.0
20,16,9.247753E-4,0.9479533,0.95373315,1000.0,1000.0
10,16,0.0030517578,0.95373315,0.959513,1000.0,1000.0
5,8,0.0030517578,0.959513,0.9652929,1000.0,1000.0
18,13,7.5137994E-4,0.9652929,0.97107273,1000.0,1000.0
8,13,0.0030994413,0.97107273,0.9768526,1000.0,1000.0
19,15,8.6697686E-4,0.9768526,0.98263246,1000.0,1000.0
16,10,5.7798455E-4,0.98263246,0.9884123,1000.0,1000.0
13,5,2.8899228E-4,0.9884123,0.9941922,1000.0,1000.0
9,15,0.0031789145,0.9941922,0.99997205,1000.0,1000.0
6,10,0.0031789143,0.99997205,1.0057518,1000.0,1000.0
3,5,0.0031789143,1.0057518,1.0115317,1000.0,1000.0
20,17,9.825737E-4,1.0115317,1.0173116,1000.0,1000.0
10,17,0.0032424927,1.0173116,1.0230914,1000.0,1000.0
17,12,6.935815E-4,1.0230914,1.0288713,1000.0,1000.0
7,12,0.0032697404,1.0288713,1.0346512,1000.0,1000.0
18,14,8.091784E-4,1.0346512,1.040431,1000.0,1000.0
14,7,4.045892E-4,1.040431,1.0462109,1000.0,1000.0
8,14,0.0033378599,1.0462109,1.0519907,1000.0,1000.0
4,7,0.0033378599,1.0519907,1.0577706,1000.0,1000.0
19,16,9.247753E-4,1.0577706,1.0635505,1000.0,1000.0
9,16,0.0033908421,1.0635505,1.0693303,1000.0,1000.0
15,9,5.201861E-4,1.0693303,1.0751102,1000.0,1000.0
20,18,0.0010403722,1.0751102,1.08089,1000.0,1000.0
10,18,0.0034332275,1.08089,1.0866699,1000.0,1000.0
5,9,0.0034332275,1.0866699,1.0924498,1000.0,1000.0
16,11,6.35783E-4,1.0924498,1.0982296,1000.0,1000.0
6,11,0.003496806,1.0982296,1.1040095,1000.0,1000.0
17,13,7.5137994E-4,1.1040095,1.1097894,1000.0,1000.0
7,13,0.0035422188,1.1097894,1.1155692,1000.0,1000.0
18,15,8.6697686E-4,1.1155692,1.1213491,1000.0,1000.0
8,15,0.0035762785,1.1213491,1.127129,1000.0,1000.0
19,17,9.825737E-4,1.127129,1.1329088,1000.0,1000.0
9,17,0.0036027697,1.1329088,1.1386887,1000.0,1000.0
20,19,0.0010981706,1.1386887,1.1444685,1000.0,1000.0
10,19,0.0036239624,1.1444685,1.1502484,1000.0,1000.0
15,10,5.7798455E-4,1.1502484,1.1560283,1000.0,1000.0
17,14,8.091784E-4,1.1560283,1.1618081,1000.0,1000.0
11,2,1.15596915E-4,1.1618081,1.167588,1000.0,1000.0
18,16,9.247753E-4,1.167588,1.1733679,1000.0,1000.0
16,12,6.935815E-4,1.1733679,1.1791477,1000.0,1000.0
14,8,4.6238766E-4,1.1791477,1.1849276,1000.0,1000.0
13,6,3.4679074E-4,1.1849276,1.1907074,1000.0,1000.0
10,20,0.0038146973,1.1907074,1.1964873,1000.0,1000.0
9,18,0.0038146975,1.1964873,1.2022672,1000.0,1000.0
8,16,0.003814697,1.2022672,1.208047,1000.0,1000.0
7,14,0.003814697,1.208047,1.2138269,1000.0,1000.0
6,12,0.0038146973,1.2138269,1.2196068,1000.0,1000.0
5,10,0.0038146973,1.2196068,1.2253866,1000.0,1000.0
4,8,0.003814697,1.2253866,1.2311665,1000.0,1000.0
3,6,0.0038146973,1.2311665,1.2369463,1000.0,1000.0
2,4,0.003814697,1.2369463,1.2427262,1000.0,1000.0
1,2,0.003814697,1.2427262,1.2485061,1000.0,1000.0
20,21,0.0012137676,1.2485061,1.2542859,1000.0,1000.0
10,21,0.004005432,1.2542859,1.2600658,1000.0,1000.0
19,19,0.0010981706,1.2600658,1.2658457,1000.0,1000.0
9,19,0.004026625,1.2658457,1.2716255,1000.0,1000.0
18,17,9.825737E-4,1.2716255,1.2774054,1000.0,1000.0
8,17,0.004053116,1.2774054,1.2831852,1000.0,1000.0
17,15,8.6697686E-4,1.2831852,1.2889651,1000.0,1000.0
7,15,0.0040871757,1.2889651,1.294745,1000.0,1000.0
16,13,7.5137994E-4,1.294745,1.3005248,1000.0,1000.0
6,13,0.004132589,1.3005248,1.3063047,1000.0,1000.0
15,11,6.35783E-4,1.3063047,1.3120846,1000.0,1000.0
20,22,0.001271566,1.3120846,1.3178644,1000.0,1000.0
10,22,0.004196167,1.3178644,1.3236443,1000.0,1000.0
5,11,0.004196167,1.3236443,1.3294241,1000.0,1000.0
19,20,0.0011559691,1.3294241,1.335204,1000.0,1000.0
9,20,0.004238553,1.335204,1.3409839,1000.0,1000.0
18,18,0.0010403722,1.3409839,1.3467637,1000.0,1000.0
14,9,5.201861E-4,1.3467637,1.3525436,1000.0,1000.0
8,18,0.0042915344,1.3525436,1.3583235,1000.0,1000.0
4,9,0.0042915344,1.3583235,1.3641033,1000.0,1000.0
17,16,9.247753E-4,1.3641033,1.3698832,1000.0,1000.0
7,16,0.0043596537,1.3698832,1.375663,1000.0,1000.0
20,23,0.0013293645,1.375663,1.3814429,1000.0,1000.0
10,23,0.004386902,1.3814429,1.3872228,1000.0,1000.0
19,21,0.0012137676,1.3872228,1.3930026,1000.0,1000.0
16,14,8.091784E-4,1.3930026,1.3987825,1000.0,1000.0
13,7,4.045892E-4,1.3987825,1.4045624,1000.0,1000.0
9,21,0.0044504805,1.4045624,1.4103422,1000.0,1000.0
6,14,0.00445048,1.4103422,1.4161221,1000.0,1000.0
3,7,0.00445048,1.4161221,1.421902,1000.0,1000.0
18,19,0.0010981706,1.421902,1.4276818,1000.0,1000.0
8,19,0.004529953,1.4276818,1.4334617,1000.0,1000.0
15,12,6.935815E-4,1.4334617,1.4392415,1000.0,1000.0
20,24,0.001387163,1.4392415,1.4450214,1000.0,1000.0
10,24,0.0045776367,1.4450214,1.4508013,1000.0,1000.0
5,12,0.0045776367,1.4508013,1.4565811,1000.0,1000.0
17,17,9.825737E-4,1.4565811,1.462361,1000.0,1000.0
7,17,0.004632132,1.462361,1.4681408,1000.0,1000.0
19,22,0.001271566,1.4681408,1.4739207,1000.0,1000.0
9,22,0.004662408,1.4739207,1.4797006,1000.0,1000.0
12,5,2.8899228E-4,1.4797006,1.4854804,1000.0,1000.0
20,25,0.0014449614,1.4854804,1.4912603,1000.0,1000.0
18,20,0.0011559691,1.4912603,1.4970402,1000.0,1000.0
16,15,8.6697686E-4,1.4970402,1.50282,1000.0,1000.0
14,10,5.7798455E-4,1.50282,1.5085999,1000.0,1000.0
10,25,0.0047683716,1.5085999,1.5143797,1000.0,1000.0
8,20,0.0047683716,1.5143797,1.5201596,1000.0,1000.0
6,15,0.0047683716,1.5201596,1.5259395,1000.0,1000.0
4,10,0.0047683716,1.5259395,1.5317193,1000.0,1000.0
2,5,0.0047683716,1.5317193,1.5374992,1000.0,1000.0
19,23,0.0013293645,1.5374992,1.543279,1000.0,1000.0
9,23,0.0048743356,1.543279,1.5490589,1000.0,1000.0
17,18,0.0010403722,1.5490589,1.5548388,1000.0,1000.0
7,18,0.0049046106,1.5548388,1.5606186,1000.0,1000.0
15,13,7.5137994E-4,1.5606186,1.5663985,1000.0,1000.0
20,26,0.0015027599,1.5663985,1.5721784,1000.0,1000.0
10,26,0.0049591064,1.5721784,1.5779582,1000.0,1000.0
5,13,0.0049591064,1.5779582,1.5837381,1000.0,1000.0
18,21,0.0012137676,1.5837381,1.589518,1000.0,1000.0
8,21,0.0050067897,1.589518,1.5952978,1000.0,1000.0
19,24,0.001387163,1.5952978,1.6010777,1000.0,1000.0
16,16,9.247753E-4,1.6010777,1.6068575,1000.0,1000.0
13,8,4.6238766E-4,1.6068575,1.6126374,1000.0,1000.0
9,24,0.005086263,1.6126374,1.6184173,1000.0,1000.0
6,16,0.005086263,1.6184173,1.6241971,1000.0,1000.0
3,8,0.005086263,1.6241971,1.629977,1000.0,1000.0
20,27,0.0015605583,1.629977,1.6357569,1000.0,1000.0
10,27,0.0051498413,1.6357569,1.6415367,1000.0,1000.0
17,19,0.0010981706,1.6415367,1.6473166,1000.0,1000.0
7,19,0.005177089,1.6473166,1.6530964,1000.0,1000.0
18,22,0.001271566,1.6530964,1.6588763,1000.0,1000.0
14,11,6.35783E-4,1.6588763,1.6646562,1000.0,1000.0
8,22,0.0052452083,1.6646562,1.670436,1000.0,1000.0
4,11,0.0052452083,1.670436,1.6762159,1000.0,1000.0
19,25,0.0014449614,1.6762159,1.6819957,1000.0,1000.0
9,25,0.0052981908,1.6819957,1.6877756,1000.0,1000.0
15,14,8.091784E-4,1.6877756,1.6935555,1000.0,1000.0
20,28,0.0016183568,1.6935555,1.6993353,1000.0,1000.0
10,28,0.005340576,1.6993353,1.7051152,1000.0,1000.0
5,14,0.005340576,1.7051152,1.7108951,1000.0,1000.0
16,17,9.825737E-4,1.7108951,1.7166749,1000.0,1000.0
6,17,0.0054041543,1.7166749,1.7224548,1000.0,1000.0
17,20,0.0011559691,1.7224548,1.7282346,1000.0,1000.0
7,20,0.0054495675,1.7282346,1.7340145,1000.0,1000.0
18,23,0.0013293645,1.7340145,1.7397944,1000.0,1000.0
8,23,0.005483627,1.7397944,1.7455742,1000.0,1000.0
19,26,0.0015027599,1.7455742,1.7513541,1000.0,1000.0
9,26,0.0055101183,1.7513541,1.757134,1000.0,1000.0
20,29,0.0016761553,1.757134,1.7629138,1000.0,1000.0
10,29,0.005531311,1.7629138,1.7686937,1000.0,1000.0
15,15,8.6697686E-4,1.7686937,1.7744735,1000.0,1000.0
11,3,1.7339537E-4,1.7744735,1.7802534,1000.0,1000.0
19,27,0.0015605583,1.7802534,1.7860333,1000.0,1000.0
16,18,0.0010403722,1.7860333,1.7918131,1000.0,1000.0
14,12,6.935815E-4,1.7918131,1.797593,1000.0,1000.0
13,9,5.201861E-4,1.797593,1.8033729,1000.0,1000.0
10,30,0.005722046,1.8033729,1.8091527,1000.0,1000.0
9,27,0.0057220464,1.8091527,1.8149326,1000.0,1000.0
8,24,0.0057220454,1.8149326,1.8207124,1000.0,1000.0
7,21,0.005722046,1.8207124,1.8264923,1000.0,1000.0
6,18,0.005722046,1.8264923,1.8322722,1000.0,1000.0
5,15,0.005722046,1.8322722,1.838052,1000.0,1000.0
4,12,0.0057220454,1.838052,1.8438319,1000.0,1000.0
3,9,0.005722046,1.8438319,1.8496118,1000.0,1000.0
2,6,0.0057220454,1.8496118,1.8553916,1000.0,1000.0
1,3,0.0057220454,1.8553916,1.8611715,1000.0,1000.0
20,31,0.0017917522,1.8611715,1.8669513,1000.0,1000.0
10,31,0.0059127808,1.8669513,1.8727312,1000.0,1000.0
19,28,0.0016183568,1.8727312,1.8785111,1000.0,1000.0
9,28,0.005933974,1.8785111,1.8842909,1000.0,1000.0
18,25,0.0014449614,1.8842909,1.8900708,1000.0,1000.0
8,25,0.005960464,1.8900708,1.8958507,1000.0,1000.0
17,22,0.001271566,1.8958507,1.9016305,1000.0,1000.0
7,22,0.005994524,1.9016305,1.9074104,1000.0,1000.0
16,19,0.0010981706,1.9074104,1.9131902,1000.0,1000.0
6,19,0.0060399375,1.9131902,1.9189701,1000.0,1000.0
15,16,9.247753E-4,1.9189701,1.92475,1000.0,1000.0
20,32,0.0018495506,1.92475,1.9305298,1000.0,1000.0
10,32,0.0061035156,1.9305298,1.9363097,1000.0,1000.0
5,16,0.0061035156,1.9363097,1.9420896,1000.0,1000.0
19,29,0.0016761553,1.9420896,1.9478694,1000.0,1000.0
9,29,0.0061459015,1.9478694,1.9536493,1000.0,1000.0
18,26,0.0015027599,1.9536493,1.9594291,1000.0,1000.0
14,13,7.5137994E-4,1.9594291,1.965209,1000.0,1000.0
8,26,0.0061988826,1.965209,1.9709889,1000.0,1000.0
4,13,0.0061988826,1.9709889,1.9767687,1000.0,1000.0
